measure,country,sex,age,cause,metric,year,value,upper_ci,lower_ci
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2004,0.005762040833573,0.0073735758652037,0.0046535194206695
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2004,171.67317264934957,221.27701475573068,135.00556749748398
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Number,2004,309.66277278024694,424.4025491734129,214.7111089481479
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2004,0.000280758983098,0.0003286084804151,0.0002408352941545
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2004,3.01798243604,4.13623965102,2.09258074457
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2004,2061.5027310786936,3094.0755078012603,1291.2164704411546
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2004,0.001876787773867,0.0025130139741265,0.0013009779687763
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2004,20.09146588203,30.15495034969,12.58423346769
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2004,8037.051971146732,11294.944730023231,5211.864261392726
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2004,0.0073025288236522,0.0090650508675935,0.005878375908513
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2004,78.32934346196,110.08086152959,50.79498145257
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Number,2004,6380.116541936567,9255.29531666327,4305.719428857792
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2004,0.0032595540742002,0.0047376300497912,0.0021651853838605
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2004,62.18080233086051,90.20237872089008,41.96366742490357
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2004,2524.482422820396,3363.8945456008278,1823.4776047489984
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2004,0.0012897830159819,0.0017321244782988,0.0009310818880217
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2004,24.603679492268345,32.78461457984202,17.771666042519097
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2004,9577.626636550338,13393.04671531206,6376.753130867136
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2004,0.0048941229243386,0.006826010020262,0.00324035353693
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2004,93.34382918738255,130.52902481308303,62.14802242825353
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Number,2004,4479.650041901722,5118.498327587027,3955.437389388438
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2004,0.0004544038865335,0.000518674548685,0.000400316604378
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2004,43.65880026423,49.88503433229,38.54980842826
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2004,27333.84004047007,35160.437619228906,20391.19390354944
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2004,0.0027724555145219,0.0035702477999881,0.002069067376409
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2004,266.39640409827,342.67465289971,198.73317188999
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2004,155706.36968021953,192494.03666081847,125286.16119849982
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2004,0.0157942246910078,0.0194657195265086,0.0126470457984232
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2004,1517.51883074581,1876.05250857105,1221.04258959376
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Number,2004,335.1385856198189,374.8423690746195,294.9979515795601
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2004,8.60558245e-06,9.7343807862e-06,7.4748752166e-06
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2004,3.26627045273,3.65322468696,2.87505865992
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2004,2808.7778323928947,3760.208204768937,2108.4531669697376
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2004,7.21083335548e-05,9.56728012012e-05,5.39831409268e-05
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2004,27.37443086491,36.64709908773,20.54904620275
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Number,2005,176.77129689023502,241.276152950388,122.40953397913616
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2005,0.0029890582987556,0.0040853633037409,0.0020499188141181
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2005,1.7073429240102762,2.330362110360364,1.1822906509558957
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2005,177.32198415515907,242.88268022386697,125.3410565047204
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.0029982228615717,0.0040989894922478,0.0021414214297117
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2005,1.7126617287124586,2.345878729974842,1.210604717372124
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,368.7957669175457,504.3150080847423,252.97134020210652
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.0062367180795274,0.0085630033320602,0.004298077834206
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,3.562008392361337,4.870918953886088,2.4433199013053253
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Number,2005,6535.749272019728,9224.224469530862,4556.488582782884
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2005,0.0021299249908471,0.0030198323270606,0.0014726750833739
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2005,63.12543647635942,89.09203391382685,44.00877674715821
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2005,4756.369531153523,6360.590132089646,3609.044819076884
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.0015472175282647,0.0019688251702386,0.001246270290078
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2005,45.93932389394404,61.433664546208085,34.85790534259104
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,18125.57028987133,23377.780966572464,14365.608880198875
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.0058995055797495,0.0075830793702613,0.0047325427145797
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,175.0655492292893,225.79394740269356,138.75001825628206
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Number,2005,308.9233547769704,420.1735585873005,218.61882610002093
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2005,0.0002761211200473,0.0003214900374947,0.0002358629030107
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2005,2.98373159624,4.05824002386,2.11152665825
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2005,2142.630821341292,3210.4471605841595,1326.3200370521895
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.0019226430265464,0.0025598994247037,0.0013347082891656
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2005,20.69456770379,31.0080558267,12.81024221732
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,8358.356879322379,11682.234111870124,5439.0075904372725
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.0074865226909468,0.0093854992796693,0.0060094595112467
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,80.72906475943999,112.83268323769,52.53257336759
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Number,2005,6226.825917242752,8866.84823186223,4241.885579163417
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2005,0.0031824242076076,0.0045885195059723,0.0021771064090335
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2005,60.14170488011794,85.64032087371814,40.970188347619526
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2005,2613.738709812232,3521.163574579603,1891.0956113672848
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.0013358673364602,0.0018061392325345,0.000967736161334
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2005,25.244756190144717,34.00910565856305,18.265118644797266
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,9767.21341054896,13969.62033166235,6548.797545363655
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.0049928558876317,0.0070838947778187,0.003358194895775
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,94.33648446983956,134.92536878984322,63.251463029064666
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Number,2005,4490.795988054479,5162.464380476063,3921.863496574097
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2005,0.0004513504436505,0.0005180121077164,0.000393583946642
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2005,43.37428580466,49.86158491519001,37.87925985499
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2005,28339.640669507105,36597.46317483928,21190.74777083731
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.0028480741864786,0.0036781800769085,0.0021271372040516
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2005,273.71799504374,353.47605005742,204.67052003069003
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,162244.30650152307,199990.72588337352,130340.78092101232
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.0163062890742704,0.0200639085525332,0.0130755887275366
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,1567.03420487057,1931.60743124874,1258.89448078013
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Number,2005,336.4430182460653,375.21908796393353,296.96021519214884
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2005,8.6097882433e-06,9.7544187015e-06,7.4659355945e-06
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2005,3.24952985377,3.6240479425,2.8681857917
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2005,2902.5671451151406,3883.858075467855,2173.8059480852403
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2005,7.42655924271e-05,9.8107837988e-05,5.55739032146e-05
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2005,28.03440130755,37.51218506434,20.99567219863
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Number,2006,174.86353425142192,237.12824446731693,120.84211770710708
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2006,0.0029159509966415,0.0039929455070353,0.002000162011541
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2006,1.673886797218315,2.2699177353392144,1.1567650524951192
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2006,185.18962313357835,249.7357073787313,131.5918836749701
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2006,0.0030878827023988,0.0041236359855327,0.002214593617799
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2006,1.7727336146564916,2.3906030789368864,1.2596675324422573
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2006,378.7762700735157,529.8649909905912,258.6645037486248
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2006,0.0063167700040146,0.0088167794092454,0.0043192163553946
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2006,3.6258480093627754,5.072149642429751,2.4760742689285413
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Number,2006,6409.228737254458,8864.097901573161,4411.718142921733
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2006,0.0020721351815422,0.0028834464212879,0.0014203545944336
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2006,61.35254791440433,84.8518618259212,42.2313136017674
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2006,4932.707417624606,6671.926990436769,3734.042502460361
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2006,0.0015921323609211,0.0020291387680305,0.0012830191973597
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2006,47.21850016499671,63.86723537932738,35.74424177046285
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2006,18643.04156519017,23800.788380749047,14846.958611829634
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2006,0.0060196876120728,0.0077167457681893,0.0048127233365875
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2006,178.46111408851596,227.83381111719095,142.12298810943372
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Number,2006,308.53232652876363,413.2737603470968,212.11413848875472
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2006,0.0002711632360284,0.000315871442982,0.0002285140502105
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2006,2.95343560395,3.95607634286,2.03046940255
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2006,2217.913873697743,3365.80087292394,1374.257476129801
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2006,0.001957528329831,0.0026108367149312,0.0013111834292319
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2006,21.23105178242,32.21923694595,13.15512382338
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2006,8653.824235437814,12128.058728604778,5633.9654074823575
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2006,0.0076202956544642,0.0095468522444936,0.0061314347543035
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2006,82.83901040407,116.09623166206,53.93131479322
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Number,2006,6100.696410725697,8525.989432571114,4137.554865459678
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2006,0.0031098231521609,0.0043585097366795,0.0020964638420704
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2006,58.399112310449446,81.61530764832756,39.60687682373684
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2006,2714.793543926863,3588.882629759436,1962.6512313678568
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2006,0.0013838648694774,0.0018127312608876,0.0010032379524579
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2006,25.98744838257061,34.354694227344986,18.787541941176396
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2006,9989.217329752357,14399.93915125994,6576.295865834248
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2006,0.0050929490229083,0.0073664389607288,0.0033399865541483
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2006,95.62210368443864,137.8438799674731,62.951803367955904
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Number,2006,4509.636547289384,5157.091768767104,3945.5127676800857
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2006,0.0004491974203081,0.0005135331581903,0.0003916890419498
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2006,43.16864067214,49.36642657222,37.76854767546
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2006,29384.038921230087,37877.58585407134,21854.42211955516
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2006,0.0029266842399206,0.003774894895415,0.002178084738974
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2006,281.27965621738,362.58440699518,209.20215757598
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2006,167991.05903455257,206773.8919585841,135060.36825815402
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2006,0.016733115871598,0.0205752704918861,0.0134161055156084
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2006,1608.0998075010198,1979.34972114465,1292.86971250227
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Number,2006,338.379559760173,377.6981467783561,298.9672476921509
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2006,8.6192719326e-06,9.738224813e-06,7.4765745768e-06
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2006,3.23914920258,3.6155276395,2.86187357962
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2006,3000.165550903366,3994.438318471171,2252.649056739667
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2006,7.64115967021e-05,0.0001004113299135,5.73971487077e-05
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2006,28.71918108383,38.23688908162,21.56355543758
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Number,2007,173.00597320845642,237.32739795900216,118.51797259105984
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2007,0.0028401875706766,0.0038696577432792,0.0019539953336382
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2007,1.6413832577231673,2.251628717694869,1.1244317889294135
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2007,193.72934724324148,262.8212841019758,136.88495321152163
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2007,0.0031800024666666,0.004254298145615,0.0022575609623166
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2007,1.8379949616626965,2.493500354340372,1.2986873589901489
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2007,388.8484340256748,551.2864766840725,267.4366470928136
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2007,0.0063839043777582,0.0089208320970741,0.0043850836293746
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2007,3.689174989539705,5.230295672786633,2.537288319582176
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Number,2007,6290.222775676829,8618.95766919627,4372.037230649919
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2007,0.0020149418319504,0.002786090002746,0.0013622862939425
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2007,59.678091801516125,81.7718172088636,41.47942744083458
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2007,5119.257972914349,6770.911642066091,3911.716388895428
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2007,0.0016371019120008,0.0020899754156455,0.001299422360798
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2007,48.56863709892264,64.23859709987708,37.11216249139568
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2007,19145.76816901576,24746.310554285843,15090.14967837001
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2007,0.0061247630653803,0.0078584364621928,0.0049420142405963
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2007,181.644267802284,234.7790604043578,143.16684319777283
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Number,2007,308.0250146201165,419.9019136315984,214.10219559180965
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2007,0.0002663460047681,0.0003082420389675,0.0002233664126437
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2007,2.92236789621,3.98379291847,2.03128107527
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2007,2294.4739410313828,3400.7765529607004,1386.6102370588665
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2007,0.0019915889378628,0.0026410667605759,0.001357516670262
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2007,21.76867678177,32.26465302768,13.155377157719998
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2007,8941.10156804535,12691.02532157316,5881.062571122682
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2007,0.0077470200909034,0.0097892508884234,0.0062606743917132
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2007,84.82813712858,120.40530219769,55.796210170330006
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Number,2007,5982.197761056714,8336.719155134975,4035.6158935330154
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2007,0.0030340499451257,0.0042207513404271,0.0020481119093413
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2007,56.75572390530362,79.09409711010906,38.28765122615334
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2007,2824.784031882968,3743.8989377728335,2079.6024571248377
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2007,0.0014326526365801,0.0018945365912247,0.0010545012717214
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2007,26.79996031714944,35.52000500967389,19.73009713214817
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2007,10204.666600970417,14832.791926884787,6649.00000561589
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2007,0.0051765160896893,0.0075377420605846,0.0033700111843297
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2007,96.81613067369454,140.72517776449823,63.081968139153936
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Number,2007,4531.514619252354,5166.439323841629,3941.206293506731
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2007,0.0004473967821148,0.0005091622285818,0.0003888015771333
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2007,42.99245910548,49.01626718967,37.39194610119
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2007,30462.152061872028,39186.45572281921,22621.19449733016
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2007,0.0030073238451628,0.0038745717787281,0.0022324558614152
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2007,289.00774615641,371.77902681687,214.61715586477
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2007,173702.75426932148,214124.97308824945,139546.5228353809
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2007,0.0171494657991139,0.021091961119418,0.0137764060448688
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2007,1647.9939240856702,2031.49717532583,1323.9388329066198
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Number,2007,340.6733552371032,381.2197226361376,301.73644248808364
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2007,8.6418332737e-06,9.7570155027e-06,7.5022344761e-06
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2007,3.23211696838,3.61679807145,2.86270546479
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2007,3100.4956441107447,4135.507122148899,2334.727550803137
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2007,7.86444833935e-05,0.0001029848732533,5.92924212964e-05
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2007,29.41575684647,39.23536295657,22.15058036531
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Number,2008,171.23270912351674,235.31053837967792,114.07002216708035
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2008,0.0027695931611419,0.0038134373384846,0.0018476236472521
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2008,1.6100113177537334,2.212501524488086,1.0725405656751124
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2008,202.65501198461695,272.04215227340376,146.22679679022144
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2008,0.0032773595974054,0.0043745147707389,0.0023630232592916
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2008,1.9054587442133843,2.5578696167817148,1.3748938447344743
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2008,398.9623584397655,558.8805145990488,275.5264503594052
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2008,0.0064531834359819,0.0090262680850504,0.0044381492106004
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2008,3.751233720085594,5.254860233084533,2.590630643466421
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Number,2008,6175.360891840909,8545.085113807507,4175.576077191091
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2008,0.0019634136662367,0.0027284703028586,0.0013107672103847
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2008,58.06367824213894,80.34495170239401,39.26075092095888
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2008,5318.977807571579,6926.111729431276,4077.279693700748
