measure,country,sex,age,cause,metric,year,value,upper_ci,lower_ci
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2015,0.0020757503161963,0.0026704301416832,0.0015374734718268
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2015,65.24855305450153,84.96670413073134,48.04913162056543
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2015,91309.05468432629,136262.86930311262,60276.23490296666
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2015,0.0082510756903692,0.0124889175759068,0.0053080196266439
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2015,259.08167500623,386.6342997663889,171.0286888383506
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Number,2015,13150.37104296651,21158.664452266392,8138.222109836959
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Percent,2015,0.0033876703918929,0.0044778829615437,0.0023800112617753
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Rate,2015,37.31305913245,60.03591041589,23.09151291817
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2015,8422.564767030191,12366.61106483125,5100.860257214683
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2015,0.0021813604874901,0.0029073678603057,0.0014750249039463
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2015,23.89831101893,35.08920686895,14.4732570497
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2015,9630.651997828454,13444.566876211067,6548.1304462935495
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2015,0.0024869161569632,0.0030838068385324,0.0019536341674125
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2015,27.32615576435,38.14781478205,18.57976309195
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Number,2015,44539.23704075312,73502.49479099918,21671.85913920259
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Percent,2015,0.0061725102384585,0.0103613742178383,0.0030028011534001
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Rate,2015,126.37629615060084,208.5570761128208,61.49205668260508
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2015,14573.209437314386,20719.709812668407,9628.091280244436
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2015,0.0020203776823886,0.0028857248742065,0.0013252315163946
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2015,41.35024203557017,58.79041396789987,27.318889946046
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2015,81678.40268649782,125944.72122227728,50861.50937030969
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2015,0.0113218342488033,0.0172624563934354,0.0069450982205783
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2015,231.75551924187957,357.35743235179274,144.31520605006165
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Number,2015,276212.0228167265,336803.7981237704,221846.0264815475
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Percent,2015,0.008156785856472,0.0099519076175118,0.0065592086840707
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Rate,2015,783.7281173878999,955.6521252798,629.4692277017
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2015,110091.77246854528,141632.45661436362,82682.16565113122
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2015,0.0032514408794708,0.00417322971495,0.0024400512494563
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2015,312.3760388733,401.87004697131,234.60361126391
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2015,186579.97194875727,232601.3370351924,150012.60921986823
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2015,0.0055098217125055,0.0068338621105596,0.0044192112943872
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2015,529.40479804788,659.98650644349,425.64801708991
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Number,2015,15887.132157558106,19377.94788665084,12466.71429034236
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Percent,2015,0.0001150698922634,0.0001429750475942,8.8492328263e-05
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Rate,2015,45.07838597886,54.9832786465,35.37324125556
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2015,11059.873765938271,14467.909008466111,8462.673553094763
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2015,8.00658466538e-05,0.0001053026822746,6.04861735642e-05
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2015,31.38145094747,41.05146102661,24.01211628733
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Number,2016,1125.3170036414542,1878.195239912716,542.0649843584598
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Percent,2016,0.00470375075572,0.0078232848079513,0.0022668419692853
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Rate,2016,3.167796119556116,5.287167592341791,1.5259267819124582
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2016,1002.2962697074024,1414.2739097437748,668.7595667168454
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2016,0.0041915216923623,0.0060094611946775,0.0028083463806049
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2016,2.8214896100835176,3.9812171937137375,1.8825752685744008
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2016,2530.133612954756,3798.656103269336,1629.906661309049
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2016,0.0105800415354396,0.0157682324029263,0.0067104892593829
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2016,7.122390770903395,10.693313994657093,4.5882288992574
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Number,2016,57811.32799216361,86865.3386428886,35144.00112177935
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Percent,2016,0.0051939575352052,0.0079563481166929,0.0031333213798307
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Rate,2016,162.7403655035426,244.5281478787152,98.93126116373848
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2016,24262.828186435345,31316.30288253693,18014.4403504345
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2016,0.0021792620717804,0.0028191114153755,0.0016420698197243
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2016,68.30048131302865,88.15619281422717,50.71110989474015
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2016,92455.44652331322,134637.96793198556,61020.31513093962
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2016,0.0083137654986128,0.0122615422618348,0.0054431117632593
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2016,260.2644444015675,379.009320022464,171.77374629582198
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Number,2016,13304.949733320083,20998.5435873693,8245.359092401548
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Percent,2016,0.0033822315117144,0.0044681819045873,0.0023715873858465
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Rate,2016,37.45377346979,59.111436757060005,23.21089653203
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2016,8776.26610859286,12650.228252554964,5573.912102198101
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2016,0.0022431051089616,0.002980705254534,0.0015115453117403
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2016,24.70541334844,35.61071577188,15.6907049933
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2016,9821.361595710843,13649.841728608635,6649.803301377022
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2016,0.0025032273139032,0.0030934152337897,0.0019670586516385
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2016,27.64738384914,38.42465324927,18.71936621036
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Number,2016,44506.3782588435,72256.99918057263,21586.465012216904
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Percent,2016,0.0061640232493347,0.0101881255625001,0.0029895084745213
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Rate,2016,125.28659203374303,203.40529901734013,60.76645059068358
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2016,15486.562077842478,21837.140041847382,10337.351433126609
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2016,0.0021457588223174,0.0030543114856421,0.0014399601162118
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2016,43.59506796458666,61.47210720438747,29.099908426141536
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2016,82634.08492760244,124001.10555998451,50871.80465844455
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2016,0.0114486780698584,0.0171850293426919,0.0070822997456175
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2016,232.61706055241768,349.0662806502329,143.20542999915688
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Number,2016,279487.653945479,342738.606511129,224970.54981084552
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Percent,2016,0.0081880278153945,0.010043631059999,0.0066048825008282
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Rate,2016,786.76488737605,964.81793504824,633.29784620607
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2016,114530.86984464132,146419.4226643625,85717.66653284371
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2016,0.003355699071318,0.0042862918620395,0.002503718476853
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2016,322.40732512635003,412.17441613598,241.29742156341
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2016,189960.6410947296,236189.14836343023,151587.9182717246
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2016,0.0055651448805382,0.0068947959643158,0.0044335870317354
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2016,534.7440585906199,664.87848779127,426.72386333705
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Number,2016,15880.373019154234,19470.870427150803,12496.581069684904
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Percent,2016,0.0001150843604528,0.0001421209021948,8.84058576613e-05
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Rate,2016,44.7036558271,54.810997775660006,35.178195026080004
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2016,11483.086132681774,14999.39429940647,8795.13108004932
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2016,8.31739302555e-05,0.0001095953801407,6.30506985212e-05
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2016,32.32518088141,42.22367822008,24.75851872513
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Number,2017,1135.5066682898068,1915.363942822713,546.5141915404272
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Percent,2017,0.0046440453261609,0.0078799423281896,0.0021988815041825
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Rate,2017,3.173034092551465,5.352249581566652,1.527166867661576
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2017,1059.073913555117,1535.8726158858117,717.1802869875385
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2017,0.0043329043151564,0.0063055390483539,0.0029499306645435
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2017,2.95945213540976,4.291807620435819,2.0040723358715757
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2017,2606.328407489814,3984.3687519966575,1690.5852715466328
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2017,0.0106629660664865,0.0161994651178494,0.0066998291249101
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2017,7.2830650178444145,11.13382971711045,4.724133158162799
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Number,2017,57939.173854526976,87762.59997292103,35198.967165932976
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Percent,2017,0.0051715176160411,0.0079597568893611,0.0030955769708985
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Rate,2017,161.90391396958282,245.24181983400024,98.35919590707306
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2017,25426.580858621743,32855.71064506445,18651.202081090025
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2017,0.0022688548644305,0.0029350731074833,0.0016894023349014
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2017,71.05146114459635,91.81125300550684,52.11849628280755
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2017,93827.4623913092,137907.1306526575,61848.0831748307
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2017,0.0083813688027421,0.0119892892885143,0.0054600572016743
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2017,262.18933388881686,385.36455961626297,172.8268815613948
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Number,2017,13464.982998231502,21350.000397666285,8286.328369347219
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Percent,2017,0.0033823212314286,0.0044349373622216,0.0023815295516193
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Rate,2017,37.62624324642,59.659957118360005,23.15512814875
